M.1591778905.A.2B0,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,pita30,你把沒移民的全球數十億人口放哪,06/10 16:52,噓,0,1,1
M.1591778905.A.2B0,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,jing0607,開始惹，維持熱度，不能讓朱侯江之流得逞,06/10 17:00,→,0,1,1
M.1591779139.A.996,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,Stigmata (賣女孩的小火柴),: 其實認真的想一想 : 還滿合理的 : 扣掉200萬高雄市民 : 有近2100萬的台灣人 : 特地不遷戶籍到高雄來投罷免票 : 表示這些人都是支持韓國瑜的人 : 全台巡迴謝票不為過吧 : 引述《WeiKitten (noname)》之銘言： : : chinatimes : : https://www.chinatimes.com/realtimenews/20200610003556260407?chdtv : : 獨》韓陣營評估 解職後規畫巡迴全台謝票 : : 14:432020/06/10 中時 林宏聰 : : 高雄市長韓國瑜遭到罷免，11日是他任內最後1天，支持者當天下午將齊聚市府鳳山行 : 政 : : 中心，安靜陪他離開；但據了解，總統大選後韓曾預告將舉辦全台謝票，卻因疫情、罷 : 免 : : 案而擱置，幕僚透露，等群眾情緒緩和些，韓國瑜可能再展開巡迴謝票走訪各縣市，兌 : 現 : : 當初承諾。 : : 韓國瑜總統大選時規畫全台傾聽之旅，在各縣市獲得支持者熱烈歡迎，最後雖然敗北， : 但 : : 550萬票成績其實不差，選後他曾對外表示，各地支持者眾多，過完年可能啟動各縣市 : 謝 : : 票行程，然而之後新冠肺炎疫情爆發，加上罷免案期間避免招來批評，拜票活動一直延 : 宕 : : 至今。 : : 罷免案過關，韓國瑜11日過後將正式解甲歸田，休息一陣子之後，是否會規畫各縣市巡 : 迴 : : ，繼續與支持者見面、完成大選後未兌現的謝票之旅？韓陣營證實，內部確實有評估過 : ， : : 但由於罷免後支持者情緒過於緊繃，不適合馬上再辦群眾活動，若要環台謝票，也會等 : 過 : : 一陣子再進行。 : : 首要之務，11日下午3點半，韓幕僚在鳳山行政中心籌畫真愛高雄，珍重再見活動 : ， : : 不讓韓國瑜孤單，屆時將安排樂團演唱，曲目全是輕鬆溫馨的民歌，不會有競選歌曲， : 另 : : 安排市府團隊、議員輪流講話、唱歌，最後韓國瑜向群眾發表感言，再搭車離開市府。 : : 韓國瑜過去造勢場合，支持者多穿國旗裝，形成鮮明符號，但幕僚請大家這次改穿白色 : 上 : : 衣，除了與這段時間來所受的抹黑形成對比，也藉純淨、安詳的白色宣洩群眾內心情緒 : ， : : 特別希望支持者保持靜默，以感謝取代仇恨，團結守望高雄。 : : : : 我韓果然最接地氣 縱使酸宗痛失利 也沒有忘卻各地支持的人們 : : 等巡迴時眾韓粉記得全台跟隨讓我韓感受到韓粉不離不棄的真愛相挺 : : 更可以藉此讓黨內知道我韓神依然可以再戰2022 甚至2024 哈哈哈哈哈 讚喔 全台謝票走透透 順便再來個long stay好了 什麼吳敦義江啟臣王金平的通通給我滾 這國民黨是我韓總的囊中之物啦 桌上拿柑 趴體趕快給我開起來 Sent from my Windows ,Wed Jun 10 16:52:18 2020,回文,1,1,0
M.1591779139.A.996,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,lazycat5,癌細胞增生,06/10 16:55,推,1,1,0
M.1591779139.A.996,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,jing0607,開始惹，維持熱度，不能讓朱侯江之流得逞,06/10 16:59,噓,1,1,0
M.1591781004.A.108,[新聞] 民調狂勝其他縣市！侯友宜、潘孟安近9成滿意,weni302 (鏡花水月號),1.新聞網址 https://www.chinatimes.com/realtimenews/20200610002785260407?chdtv 2.新聞來源 中時 3.新聞內容 全國縣市長本屆任期將滿一年半，6都16縣市首長及幕僚團隊全力衝刺拚政績，爭取民眾 認同，卻遭逢新冠肺炎疫情衝擊，考驗著每位百里侯的施政彈性及應變能力。台灣世界新 聞傳播協會今(10)日公布全國縣市施政滿意度調查，就縣市長滿意度而言， 6都之中以新 北市長侯友宜拔得頭籌，16縣市則由屏東縣長潘孟安脫穎而出 。台灣世界新聞傳播協會會 長劉立漢解析，從民調結果來看，民眾希望地方首長 多點政策、少點政治 ，才能獲得 高支持度。 民調結果指出，6都方面，侯友宜施政滿意度比去年增加約2成，成長幅度最大，艾普羅民 調公司協理游彩玲指出，侯友宜滿意度接近9成；值得一提的是，鄭文燦的施政滿意度也 不遑多讓，以些微差距居次，幾與侯友宜不分軒輊。台中市長盧秀燕則是在多項施政，也 獲得多數市民肯定。 整體施政來看，以治安狀況、經濟發展、交通狀況、環境保護、醫療衛生、社會福利、教 育品質和幸福感做調查，民進黨執政的桃園市與台南市表現不俗，桃園是在經濟發展、社 會福利、教育品質和幸福感，都榮獲第一名；台南市則是治安狀況和醫療衛生等兩項成績 ，拿下第一名。 民調結果也指出，16縣市部份，首長施政滿意度掄元的是屏東縣長潘孟安，滿意度接近9 成，比去年成長近2成；其餘15位縣市首長的施政滿意度也都獲得民眾的支持，施政評價 都優於去年，全在及格之上。 針對現場媒體提問台北市和高雄市為何排名在後段班，劉立漢說，北高兩市雖有很多亮眼 施政，也不是不努力，可能是兩位首長給民眾的感覺政治比政策多一點，因此相對分 數就低點。他也以侯友宜為例，提出很多防疫超前措施，包括擴大管制兵推、管制公共場 合等政策，所以民眾非常有感，可以看出民眾希望地方首長 多一點政策、少一點政治 。 劉立漢說，侯友宜行政中立的形象，沒那麼政治，因此獲得人民青睞。他也指出，潘孟安 的政策表現大爆發，緣起是去年的燈會與設計展，讓屏東能見度大增，走向國際舞台，因 此潘孟安的滿意度名列前茅。他說，潘孟安打出我屏東我驕傲口號，讓這個財源預算 比不上台北，原本是本島中的離島的縣區，最後打出驕傲感，真的讓民眾非常有感， 本次民調就是希望有份科學數據，讓縣市長有施政依據。 4.附註、心得、想法 侯友宜在防疫上的態度始終都是積極謹慎 防範未然 加上本身拋開政治色彩 認真務實做事的性格 因此讓防疫能不斷超前部屬 同時也勇於承擔各界的質疑與批評 就像在 2月被民進黨新北議會黨團批評戴口罩是錯誤示範 但 侯友宜仍不斷呼籲民眾要勤洗手戴口罩 而 民眾戴口罩也確實是成功防疫的關鍵之一 難怪不分區議員也被唾棄 少點政治 多務實做事 2月民進黨罵戴口罩錯誤示範是事實 難道這裡只能罵柯文哲 不能描述事實？,Wed Jun 10 17:23:22 2020,主文,6,0,9
M.1591781004.A.108,[新聞] 民調狂勝其他縣市！侯友宜、潘孟安近9成滿意,yataiml001,全台不分區市長、什麼都管就是不管台北市，難怪滿意,06/10 17:25,推,6,0,9
M.1591781004.A.108,[新聞] 民調狂勝其他縣市！侯友宜、潘孟安近9成滿意,yataiml001,度墊底,06/10 17:25,→,6,0,9
M.1591781004.A.108,[新聞] 民調狂勝其他縣市！侯友宜、潘孟安近9成滿意,chong17,無能柯文哲，把台北市預算分給屏東縣好了,06/10 17:26,推,6,0,9
M.1591781004.A.108,[新聞] 民調狂勝其他縣市！侯友宜、潘孟安近9成滿意,lwt501cx,推,06/10 17:26,推,6,0,9
M.1591781004.A.108,[新聞] 民調狂勝其他縣市！侯友宜、潘孟安近9成滿意,elainakuo,柯文哲就是成天嘴砲政敵 才會更扣分,06/10 17:26,→,6,0,9
M.1591781004.A.108,[新聞] 民調狂勝其他縣市！侯友宜、潘孟安近9成滿意,pollux945,第一任想著第二任，第二任想著選總統,06/10 17:27,推,6,0,9
M.1591781004.A.108,[新聞] 民調狂勝其他縣市！侯友宜、潘孟安近9成滿意,tinmar,侯粉的典型公關文,06/10 17:29,→,6,0,9
M.1591781004.A.108,[新聞] 民調狂勝其他縣市！侯友宜、潘孟安近9成滿意,tinmar,然後手動置底罵口罩,06/10 17:29,→,6,0,9
M.1591781004.A.108,[新聞] 民調狂勝其他縣市！侯友宜、潘孟安近9成滿意,tinmar,事實個屁,06/10 17:37,→,6,0,9
M.1591781004.A.108,[新聞] 民調狂勝其他縣市！侯友宜、潘孟安近9成滿意,tinmar,是你不甘心而已,06/10 17:37,→,6,0,9
M.1591781004.A.108,[新聞] 民調狂勝其他縣市！侯友宜、潘孟安近9成滿意,tinmar,才會一直白爛手動置底,06/10 17:38,→,6,0,9
M.1591781004.A.108,[新聞] 民調狂勝其他縣市！侯友宜、潘孟安近9成滿意,tinmar,不過 這也讓人看到侯粉的素質就是了,06/10 17:38,→,6,0,9
M.1591781004.A.108,[新聞] 民調狂勝其他縣市！侯友宜、潘孟安近9成滿意,tinmar,搞成跟張爸風格一樣,06/10 17:39,→,6,0,9
M.1591781004.A.108,[新聞] 民調狂勝其他縣市！侯友宜、潘孟安近9成滿意,zsdrt,潘孟安真的知名度不低,06/10 19:02,推,6,0,9
M.1591781004.A.108,[新聞] 民調狂勝其他縣市！侯友宜、潘孟安近9成滿意,temwif,潘孟安施政滿意度九成？敢不敢上屏東街頭問問縣民？,06/12 12:37,推,6,0,9
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,xeloss (蟹工船の労働者),: chinatimes : https://www.chinatimes.com/realtimenews/20200610003556260407?chdtv : 獨》韓陣營評估 解職後規畫巡迴全台謝票 : 14:432020/06/10 中時 林宏聰 : 高雄市長韓國瑜遭到罷免，11日是他任內最後1天，支持者當天下午將齊聚市府鳳山行政 : 中心，安靜陪他離開；但據了解，總統大選後韓曾預告將舉辦全台謝票，卻因疫情、罷免 : 案而擱置，幕僚透露，等群眾情緒緩和些，韓國瑜可能再展開巡迴謝票走訪各縣市，兌現 : 當初承諾。 : 韓國瑜總統大選時規畫全台傾聽之旅，在各縣市獲得支持者熱烈歡迎，最後雖然敗北，但 : 550萬票成績其實不差，選後他曾對外表示，各地支持者眾多，過完年可能啟動各縣市謝 : 票行程，然而之後新冠肺炎疫情爆發，加上罷免案期間避免招來批評，拜票活動一直延宕 : 至今。 : 罷免案過關，韓國瑜11日過後將正式解甲歸田，休息一陣子之後，是否會規畫各縣市巡迴 : ，繼續與支持者見面、完成大選後未兌現的謝票之旅？韓陣營證實，內部確實有評估過， : 但由於罷免後支持者情緒過於緊繃，不適合馬上再辦群眾活動，若要環台謝票，也會等過 : 一陣子再進行。 : 首要之務，11日下午3點半，韓幕僚在鳳山行政中心籌畫真愛高雄，珍重再見活動， : 不讓韓國瑜孤單，屆時將安排樂團演唱，曲目全是輕鬆溫馨的民歌，不會有競選歌曲，另 : 安排市府團隊、議員輪流講話、唱歌，最後韓國瑜向群眾發表感言，再搭車離開市府。 : 韓國瑜過去造勢場合，支持者多穿國旗裝，形成鮮明符號，但幕僚請大家這次改穿白色上 : 衣，除了與這段時間來所受的抹黑形成對比，也藉純淨、安詳的白色宣洩群眾內心情緒， : 特別希望支持者保持靜默，以感謝取代仇恨，團結守望高雄。 : : 我韓果然最接地氣 縱使酸宗痛失利 也沒有忘卻各地支持的人們 : 等巡迴時眾韓粉記得全台跟隨讓我韓感受到韓粉不離不棄的真愛相挺 : 更可以藉此讓黨內知道我韓神依然可以再戰2022 甚至2024 哈哈哈哈哈 假謝票 真催兵 越來越像東漢末年的張角 是不是要號召全台韓粉再起 組一支韓巾兵攻國民黨主席位 這咖什麼本事沒有 畫唬爛和揪民兵造反倒是很有一套 一個眷村出來的小混混樣 人城、人石垣、人堀、情味方、仇敵 武田信玄 只要中華民國還在國民黨不會滅啦 只是會搞到之後變成跟日本政壇一樣 自民黨獨大 台灣變民進黨獨大 因為民進黨不會讓時代力量壯大 民眾黨又取代不了國民黨 之後可能就變一大三小 中央執政民進黨樂勝 老共會出喔 因為國民黨現在統派最有贏面的韓國瑜 但前提是要再號召十萬韓粉起勢 他想搞全台謝票 就是要把現在僅剩的鐵衛韓粉集結秀肌肉 等待時機再起 秀給國民黨內的2024對手和老共看 韓國瑜就走明末李自成那套阿 在關中被孫傳庭的秦兵打爆 敗逃河南隱蔽 不到兩年飢荒在起 又死灰復燃 但這次崇禎沒兵可以給孫傳庭了 要孫用僅剩的秦兵快速決戰 結果反倒被李自成打爆 民進黨這兩年經濟肯定搞不好 這可能是韓流在起的破口 民怨再起 韓才有利可圖,Wed Jun 10 17:41:16 2020,回文,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,insar2k2,果然，早上還有人要帶風向，什麼韓被罷免後有氣度，才沒,06/10 17:44,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,insar2k2,半天就自打臉,06/10 17:45,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,elainakuo,國民黨主席 非韓不投 無韓郊遊,06/10 17:45,推,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,glenmarlboro,樂見國民黨永遠被韓導騎乘 到我這邊我一定去贊聲 非,06/10 17:45,推,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,glenmarlboro,韓不投啦幹,06/10 17:45,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,hbj1941,神經病,06/10 17:49,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,chong17,拜託韓國瑜把國民黨搞垮，將比我預期的還快滅亡。,06/10 17:50,推,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,Atkins13,就各地試水溫造勢跟武力展示啊 把去年那套被動參選再用,06/10 17:51,推,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,Atkins13,一次來跟黨中央叫牌,06/10 17:51,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,chong17,一個團體的滅亡原因，從不是外部攻擊，一定都是內部擾亂,06/10 17:53,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,chong17,，能滅國民黨的不是民進黨，而是韓國瑜。,06/10 17:53,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,Atkins13,同樣的招式對DPP使兩次沒用 但KMT那種尿性肯定被韓導故,06/10 17:53,推,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,Atkins13,技重施得手 看現在敢正面砲韓導的一個都沒有,06/10 17:53,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,elainakuo,國共兩黨都在面臨同樣的危機,06/10 17:53,推,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,Atkins13,反正也不求正面打贏DPP 先在KMT擁重兵 逼人禪讓只是早,06/10 17:54,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,Atkins13,晚的問題,06/10 17:54,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,smallway15,可憐哪,06/10 17:55,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,KurtCobain,樹沒有皮，必死無疑，人不要臉，天下無敵,06/10 17:55,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,Atkins13,KMT沒有NK細胞除惡性腫瘤 基本上就準備韓粉化,06/10 17:56,推,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,hbj1941,全台跑透透錢要誰出，韓現在只變黨員了，kmt還會出錢嗎,06/10 17:58,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,hbj1941,？難到又是被動巡迴，老共的錢應該也不可能出了,06/10 17:58,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,Atkins13,但這不等於KMT會滅 只是轉型成毛澤東式政黨 加上台灣人,06/10 17:59,推,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,Atkins13,健忘的還是多數 誰也不敢保證韓流會不會死灰復燃,06/10 17:59,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,chong17,他奶奶的！   高雄市地上到處都是臉皮  因為韓市長一直丟,06/10 18:01,推,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,chong17,臉。,06/10 18:01,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,yeh67,韓粉轉型成台共紅衛兵長征 赤化 赤化 再赤化的對岸內應,06/10 18:04,推,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,yeh67,遠離恐怖組織 也不要跟他們對幹 保持理智清醒 遠離韓粉,06/10 18:05,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,tsgd,台灣人民已經給了國民黨兩次機會 今年總統817擊敗552,06/10 18:06,推,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,yeh67,那個是邪惡的靈  魔的轉移 不要以為你不會被俘虜 洗腦很強,06/10 18:06,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,yeh67,跟直銷手法一樣騙吃騙喝,06/10 18:07,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,tsgd,6/6 高雄人用93萬人告訴全國 韓國瑜不受歡迎,06/10 18:07,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,tsgd,如果兩次機會都沒抓到 事不過三 自己得承擔,06/10 18:07,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,yeh67,我也曾被洗腦過 幸好我有神佛護持的堅定信仰 現在才清醒,06/10 18:08,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,chong17,打不死的蟑螂  韓國瑜政治生命力好強,06/10 18:08,推,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,a0986188522,他在等下次柯出來選總統吧,06/10 18:09,推,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,jing0607,想滅國黨，妮們就團結一點，不要讓侯朱得逞，讓我民眾,06/10 18:09,噓,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,jing0607,黨強起來，才有機會，光在那裡腦捕頂個鳥用,06/10 18:09,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,yeh67,你看那些黑道派系的老大 挺韓都沒好下場 坐牢 換肝 跳樓,06/10 18:10,推,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,yeh67,被魔王俘虜靈魂,06/10 18:11,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,yeh67,貪過頭 福報提前耗盡 惡報現前,06/10 18:11,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,chong17,支持韓國瑜當黨主席,06/10 18:12,推,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,yeh67,或許他也是反噬老賊的一把天譴利劍,06/10 18:14,推,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,yeh67,毛澤東的頭腦+蔣介石的霸氣,06/10 18:15,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,yeh67,因果結算之時，兩岸關係最後的劫難~~誰能逃過？與神同行的,06/10 18:16,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,yeh67,正能量,06/10 18:16,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,yeh67,選市長+總統=集人氣破了神的結界，被囚禁的蛟龍，解除封印,06/10 18:23,推,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,yeh67,執政老烏龜  下野一條龍,06/10 18:25,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,chong17,忽然覺得韓國瑜抗壓力這麼好，滿適合當總統。,06/10 18:26,推,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,okgod,抗壓好，但是沒有解決壓力的能力,06/10 18:30,推,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,vuvuej8ej8,以為中國已經放棄韓國餘這個棋子了,06/10 18:32,→,19,2,30
M.1591782081.A.C94,Re: [新聞] 韓陣營評估 解職後規畫巡迴「全台謝票」,lily7777,已經沒有羞恥心的男人了,06/10 19:27,噓,19,2,30
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,andyann (),https://udn.com/news/story/120934/4627058 將展開全台謝票？ 韓國瑜：絕無此規畫 20200610 19:31 聯合報 / 記者蔡孟妤高雄即時報導 有媒體報導，高雄市長韓國瑜可能再展開總統大選時的巡迴謝票走訪各縣市活動，兌現當 初總統大選的謝票承諾，但韓國瑜今受訪否認說：絕無此規畫。 韓國瑜總統大選時規畫全台傾聽之旅，選後曾對外表示，過完年可能啟動各縣市謝票行程 ，但之後新冠肺炎疫情爆發及罷免案進行，拜票活動因此延宕。 有媒體報導，韓幕僚透露，等群眾情緒緩和，韓國瑜可能再展開巡迴謝票走訪各縣市，兌 現當初承諾。不過韓國瑜接受本報記者訪問時否認說，絕無此規畫。 高雄市新聞局長鄭照新也說，現階段無此規畫，韓國瑜因議長過世心情悲痛，且也一直很 關注新冠肺炎疫情發展，目前沒有謝票的規畫和考量。市政顧問王淺秋也指，沒有全台謝 票規畫，韓國瑜要沉澱一段時間。 前國民黨立委柯志恩說，她日前問韓國瑜下一步要去哪裡，韓國瑜回她去廟裡。透露 韓國瑜將到廟裡沉潛，可能一段時間看不到韓國瑜了。 難怪韓國瑜說一堆媒體都被收買，連這種全台謝票都可以拿來放風聲， 黑韓國瑜，真的太扯了，都已經要走了還在黑，有意義嗎？ 有媒體報導，韓幕僚透露，等群眾情緒緩和，韓國瑜可能再展開巡迴謝票走訪各縣市， 兌現當初承諾。不過韓國瑜接受本報記者訪問時否認說，絕無此規畫 聯合報都訪問了，不要再用綠媒黑韓國瑜了 高雄市新聞局長鄭照新也說，現階段無此規畫，韓國瑜因議長過世心情悲痛，且也一直 很關注新冠肺炎疫情發展，目前沒有謝票的規畫和考量。市政顧問王淺秋也指，沒有全台 謝票規畫，韓國瑜要沉澱一段時間。 這兩個都是公認韓陣營的，也都這樣說了 看到一堆韓黑、綠共、1450、菸粉、蟑螂在那邊高潮， 被聯合報打臉了吧？ 以後多用一下腦筋，想想韓國瑜的為人， 這樣才不會被媒體所誤導 ,Wed Jun 10 20:34:33 2020,主文,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,MVPGGYY,推,06/10 20:35,→,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,poco0960,沒白紙黑字,06/10 20:36,→,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,s81048112,競選KMT黨主席全台大縱走,06/10 20:36,→,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,lwt501cx,又在騙了,06/10 20:37,推,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,holyhelm,好！韓導加油說到做到！不要又椰絲矮度了！,06/10 20:37,→,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,tmlisgood,是中時講的啊,06/10 20:38,推,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,lwt501cx,你他媽到時又到處亂的話，我一定拿這篇新聞把你打到哀哀,06/10 20:38,推,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,lwt501cx,叫,06/10 20:38,→,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,WeiKitten,原來中時獨家是綠媒呀 那還真會偽裝,06/10 20:39,→,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,brella,被動參加,06/10 20:39,推,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,luckymore,你做事沒在規劃的啊 看看就好,06/10 20:39,推,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,hbj1941,反著看他說的就是了,06/10 20:39,→,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,lwt501cx,反正都別人幫你規劃的啊，你沒規劃 因為都被動,06/10 20:40,推,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,SuperBMW,應該是韓粉亂放話，又被主子打臉了,06/10 20:40,→,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,turnpoint,我堅決不考慮2020,06/10 20:43,推,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,Movice,路過被動參加,06/10 20:46,推,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,silentence,到時候又跟四月一樣 被動經過上臺造勢了,06/10 20:46,推,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,silentence,擊沉泰國女韓粉的重要戰役 怎可忘記,06/10 20:47,→,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,blake7899,你也說過堅決不考慮2020啊,06/10 20:49,推,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,gogoto990,我堅決不考慮2020,06/10 20:50,→,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,f860506,到時又要路過,06/10 20:50,→,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,gogoto990,我的回答是 yes I do,06/10 20:50,→,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,airphone,沒白紙黑字前聽聽就好,06/10 20:50,噓,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,batis,有白紙黑字嗎,06/10 20:50,推,26,4,16
M.1591792475.A.95B,[新聞] 將展開全台謝票？ 韓國瑜：絕無此規畫,Spinner3,Yes I do,06/10 20:52,推,26,4,16
